127.0.0.1, -, 15/09/2021, 21:36:47, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /, -
127.0.0.1, -, 15/09/2021, 21:37:54, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /enrollment, -
127.0.0.1, -, 15/09/2021, 21:37:59, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /enrollment, -
127.0.0.1, -, 15/09/2021, 21:38:17, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /login_attempt, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /second_factor, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /landing, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/fontawesome-free/css/all.min.css, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/sb-admin-2.min.css, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/font/GSans.css, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/customcss.css, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 404, 0, GET, /static/vendor/datatables/dataTables.bootstrap4.min.css, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/jAlert/jAlert.css, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/jquery/jquery.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/bootstrap/js/bootstrap.bundle.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/jquery-easing/jquery.easing.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 404, 0, GET, /static/vendor/datatables/jquery.dataTables.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 404, 0, GET, /static/vendor/datatables/dataTables.bootstrap4.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/sb-admin-2.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/jAlert/jAlert.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/jAlert/jAlert-functions.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/img/loading.gif, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 404, 0, GET, /static/vendor/datatables/jquery.dataTables.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:21, Flask, SERVER, ZHIYUAN-PC, -, -, -, 404, 0, GET, /static/vendor/datatables/dataTables.bootstrap4.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:37, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /landing, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/fontawesome-free/css/all.min.css, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/font/GSans.css, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/sb-admin-2.min.css, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/customcss.css, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/jAlert/jAlert.css, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 404, 0, GET, /static/vendor/datatables/dataTables.bootstrap4.min.css, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/jquery/jquery.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/bootstrap/js/bootstrap.bundle.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/jquery-easing/jquery.easing.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 404, 0, GET, /static/vendor/datatables/jquery.dataTables.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 404, 0, GET, /static/vendor/datatables/dataTables.bootstrap4.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/sb-admin-2.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/jAlert/jAlert.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/jAlert/jAlert-functions.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/img/loading.gif, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 404, 0, GET, /static/vendor/datatables/jquery.dataTables.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:38:38, Flask, SERVER, ZHIYUAN-PC, -, -, -, 404, 0, GET, /static/vendor/datatables/dataTables.bootstrap4.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /landing, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/fontawesome-free/css/all.min.css, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/sb-admin-2.min.css, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/font/GSans.css, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/datatables/dataTables.bootstrap4.min.css, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/customcss.css, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/jAlert/jAlert.css, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/jquery/jquery.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/bootstrap/js/bootstrap.bundle.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/jquery-easing/jquery.easing.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/datatables/jquery.dataTables.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/datatables/dataTables.bootstrap4.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/jAlert/jAlert.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/sb-admin-2.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/jAlert/jAlert-functions.min.js, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/img/loading.gif, -
127.0.0.1, zyng1, 15/09/2021, 21:39:04, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /get_catalog, -
127.0.0.1, zyng1, 15/09/2021, 21:39:15, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /add_catalog, -
127.0.0.1, zyng1, 15/09/2021, 21:39:42, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /add_catalog, -
127.0.0.1, zyng1, 15/09/2021, 21:39:46, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /add_catalog, -
127.0.0.1, zyng1, 15/09/2021, 21:39:52, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /update_catalog, -
127.0.0.1, zyng1, 15/09/2021, 21:39:58, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /update_catalog, -
127.0.0.1, zyng1, 15/09/2021, 21:40:05, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /update_catalog, -
127.0.0.1, zyng1, 15/09/2021, 21:40:09, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /update_catalog, -
127.0.0.1, zyng1, 15/09/2021, 21:40:11, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /delete_catalog, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 302, 0, GET, /logout, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /login/, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/font/GSans.css, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/sb-admin-2.min.css, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/customcss.css, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/fontawesome-free/css/all.min.css, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/jAlert/jAlert.css, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/jquery/jquery.min.js, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/bootstrap/js/bootstrap.bundle.min.js, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/jquery-easing/jquery.easing.min.js, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/datatables/jquery.dataTables.min.js, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/datatables/dataTables.bootstrap4.min.js, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/sb-admin-2.min.js, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/jAlert/jAlert-functions.min.js, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/jAlert/jAlert.min.js, -
127.0.0.1, -, 15/09/2021, 21:40:26, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/img/login_bg.jpg, -
127.0.0.1, -, 15/09/2021, 21:41:16, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/fontawesome-free/webfonts/fa-solid-900.woff2, -
127.0.0.1, -, 15/09/2021, 21:42:05, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /enrollment, -
127.0.0.1, -, 15/09/2021, 21:42:28, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /login_attempt, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /login/, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/fontawesome-free/css/all.min.css, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/customcss.css, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/sb-admin-2.min.css, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/font/GSans.css, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/jAlert/jAlert.css, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/jquery/jquery.min.js, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/bootstrap/js/bootstrap.bundle.min.js, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/jquery-easing/jquery.easing.min.js, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/datatables/jquery.dataTables.min.js, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/datatables/dataTables.bootstrap4.min.js, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/sb-admin-2.min.js, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/jAlert/jAlert.min.js, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/jAlert/jAlert-functions.min.js, -
127.0.0.1, -, 15/09/2021, 21:42:34, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/img/login_bg.jpg, -
127.0.0.1, -, 15/09/2021, 21:42:47, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /login_attempt, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, POST, /second_factor, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /landing, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/fontawesome-free/css/all.min.css, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/sb-admin-2.min.css, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/font/GSans.css, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/datatables/dataTables.bootstrap4.min.css, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/css/jAlert/jAlert.css, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/bootstrap/js/bootstrap.bundle.min.js, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/jquery/jquery.min.js, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/jquery-easing/jquery.easing.min.js, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/datatables/jquery.dataTables.min.js, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/vendor/datatables/dataTables.bootstrap4.min.js, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/sb-admin-2.min.js, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/jAlert/jAlert-functions.min.js, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/js/jAlert/jAlert.min.js, -
127.0.0.1, zyng, 15/09/2021, 21:42:55, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /static/img/loading.gif, -
127.0.0.1, zyng, 15/09/2021, 21:42:56, Flask, SERVER, ZHIYUAN-PC, -, -, -, 200, 0, GET, /get_catalog, -
